Title,Author,Moral,Content
THE HONEST PRINCESS,,Honesty,"Once upon a time there was a princess called Tanya, who lived in a very, very, very big castle. The princess’s parents, that is to say, the king and queen, wanted her to marry a handsome knight called Norman, who would often visit them to discuss the land they shared, so Tanya and Norman saw plenty of each other.

Unfortunately Tanya didn’t love him. Although they got on well enough, she didn’t much like him, for Norman was very boastful.

One day, Tanya the princess was talking to Norman about the new decorations the king and queen were going to make in the castle, when suddenly Norman changed the subject and said: “Tanya, I like you a lot. In fact, I want to spend the rest of my life with you.”

The princess was shocked but instead of firm “NO“, she said: “Norman, you’re a very handsome knight, but I like to be honest with people. So I’m going to tell you what I don’t like about you, which is this: firstly, you’re a show-off, because you like boasting about the clothes you wear when really a person’s clothes aren’t that important; secondly, you spit in the street which is disgusting, and lastly, I’m not going to marry you just because my parents tell me to: I’m going to marry aman I really love.”

Norman reflected long and hard on what the princess had said. To begin with, he felt bad about her opinion of him, but he soon cheered up when he realised that all the things she mentioned were things he could change. It wasn’t his personality that annoyed her, but his behaviour.
So Norman began trying not to brag about his clothes, and started to feel happy in more modest clothing. He also learned not to spit in the street so as not to look horrible and coarse, and he felt better about that, too. And finally, he went to talk to the king and queen to ask them not to talk to the princess Tanya about him, and that way she wouldn’t feel pressured into marrying him.

Tanya and Norman continued spending time together and gradually Tanya began to notice the change in his habits. Seeing that he no longer did horrible things, she also began to notice other details about him, and to like him.

Eventually the princess fell in love and married him.

So you see how the princess’s honesty gave the knight the chance to think and change a few little things that had upset her. Honesty helps people find solutions to lots of problems."
LILY THE ANT,,Honesty,"Lily the ant is queen of the biggest ant´s nest in the region and today was her birthday. She had organized a festival to celebrate it, a big party where ants came from all around the world to attend.
There were red ants, black ants, weaver ants, leaf cutter ants from South America, and even the strange but friendly crazy ants. They were all there in the big hall, eating and drinking non-stop and they had all brought presents for Lily. It was at that moment when, Lily ant, seeing her friends there altogether, stood on the hall platform and thanked them for coming fro all over the world, and then said:

– “Sisters, I want to tell you my great feat and the reason why I´m now the greatest queen of all ants”

All the ants pricked up their antennas and listened the queen´s words.

-“One sunny afternoon” – said Lily – “when, walking through the leafy and green forest I met a huge and angry buffalo who, proud of his strength, wanted to fight me, but I punched him first and fractured his big jaw. The poor buffalo left crying while I left singing happily. I am Lily, the bravest ant in the forest, everybody fears me and nobody faces me!”
“Oh! you are the best” – said the weaver ants – “but not the fiercest” – replied the leaf cutter from South America.

-“My fame…” – continued Lily – “has grown so much since then that, one morning during breakfast, a big tiger screamed at me:

Come here brave ant! Everybody in the forest fears you and nobody faces you! 

That´s right! – I said, and I  kicked him and knocked him down.

I am the bravest ant in the forest, everybody fears me and nobody faces me!” – She continued by saying – “I fought against an elephant, a polar bear, the furious lion and even against tanks of war, but I pushed them all into the water with my little legs. Once in the sea, a shark wanted to eat me, but I bit him and broke his fin.”

Suddenly, there was a big noise in the ant´s nest and a huge red beetle appeared. – “Lily, the ant!” – said the huge insect – “Let´s see if you are as brave as you say, fight with me.”

But Lily was shocked and trembled with fear. She said:

“Dear ants, nobody should lie, as things can go bad for liars be honest in your life . I´m a normal ant. I can´t even pursue a flea. I could die from a frog’s breath.”

At that moment that the beetle said: “I just wanted you to tell the truth.” – And then, he left."
EMILY AND HER GRANDMA,Griselda Acosta,Patience,"Emily couldn’t wait for Sunday to arrive to visit her grandma and spend the day with her, cooking, making cookies and speaking with her Parrot.
She had a long blond ponytail and green eyes and loved the stories her grandma used to tell her after eating her cookies.

Every Sunday Emily waited impatiently for her grandma to pick her up. She was always nervous and anxious for her to arrive. In fact, Emily would cry until she got there.
When her grandma finally arrived, Emily jumped up and ran to hug her, and then hug Candy, her grandma’s dog.
Then they used to talk and sing on their way to granny’s house where they would begin their day together.
Granny would sit in the garden beside Emily telling her short stories while Candy ran and played around the house.
Then, at the end of the day, Emily grew sad again, as she didn’t want her grandma to stop telling her stories.
Her grandma always tried to comfort her by telling her stories she hadn’t yet told and they also talked about how many cookies they would cook together every Sunday.
"
RAINY DAY,Osotoon,Patience,"It was a rainy day, one of those days on which the rain looks beautiful.
Alex was looking out of his window anxious to go out to play waiting  impatiently for the rain to stop.
The day was so grey that it looked sad. Even the trees looked like they were crying with so many drops falling from their branches. But Alex kept smiling.
The rain stopped after a while, and Alex and his friends went out happy that they could now play all together. The clouds started to disappear and the sun began to shine and just at that moment a big rainbow crossed the sky.
It was a beautiful moment for Alex and his friends who learnt to be patient and appreciate every moment of their life."
PETER AND THE MYSTERIOUS BRIEFCASE,,Honesty,"Every friday, Peter went home back from school and thought about all the things he would do over the weekend. Even if the way was longer through the park, he liked to walk home that way so he could see other children playing.

That day Peter finished class earlier than normal and decided to stay in the park and play. He slid down the slide and suddenly something appeared at his feet. It was a briefcase.
Peter opened it, but there was nothing inside except for a paper with a phone number and an address written on it. But as it was late, he went back home. That night he couldn’t stop thinking about the briefcase. – “Who had left it there?, Should I return it?, or should I forget about it? It’s just an empty briefcase, anyway.” 
The day after, Peter decided to look for the owner of the briefcase. He arrived at the house and knocked on the door. An old man opened the door and said, – “Hi kid, what do you want?” – “I found this briefcase yesterday and I wanted to give it back to you.”- said Peter.

“Wow! I thought nobody would return it to me after I had left it there!”- the old man said – “Did you leave it there on purpose?” – asked Peter – “Yes boy, I wanted to check if honest people still exist, and now I have my answer Yes boy, I wanted to check if honest people still exist, and now I have my answer there is people still said the truth ”..

The old man invited Peter to have a snack, and gave him a tip for his good deed and becuese of  his honesty . That night Peter slept really relaxed thinking about the good deed he had done."
THE HAPPY LITTLE BEE,Ruderico Diaz,Patience,"One day very early in the morning a couple of bees were waiting for their daughter to be born.
Daddy and Mummy bee couldn’t wait to see the face of their little baby. Everything was ready for her arrival. The bees had prepared a room full of toys and sweets, where they were going to have lots of fun with their 

But time passes quickly, and the little baby bee grew up. Her wings appeared and she had to learn how to fly.
Her parents tried to teach her, but she was very scared of what lie outside her sweet home
Daddy and Mummy bee were patient and decided to wait until she was ready to fly on her own. But that never happened, and the little bee aged happily at home with her parents in their nice, comfortable house."
MIKE´S MAGIC PENCIL,,Honesty,"Once upon a time, there was a 7 year old boy named Mike.  One day, as Mike was walking through the playground at school, he found something half buried in the dirt.  He took a good look at it but was not able to recognise what the object was.

Mike found a small stick to help him dig up the object, and after a few minutes Mike was able to pull out the object. He finally saw that it was only an old pencil. “Oh, it’s only an old pencil,” he said, disappointed.

He decided to take the pencil with him, even though it hadn’t been a great discovery.  The next day, he took the pencil to school without realising that it was no ordinary pencil, the pencil was actually very special.
That day, Mike’s Maths teacher decided to give them a surprise quiz.  Mike had not studied his maths as he was a little bit lazy when it came to his studies, and his grades were proof of that.

But something amazing happened during the quiz. Mike didn’t know any of the answers, but the magic pencil kept moving around the page solving each and every one of the maths problems.

“This is impossible!” said Mike.  “Mike, if you talk again I am going to have to fail you” said his Maths teacher.

Mike was the first to finish the quiz.  He turned it in, took his pencil, and went straight to the playground to play.
A few days later, the Maths teacher had graded the quizzes, and she returned them to the students. Everyone was surprised to see that Mike had scored a 10 out of 10.

Mike was very happy with his grade, but the more he thought about it, the more something didn’t feel quite right.  “Why am I so proud of myself?, I really didn’t do anything, this old pencil did all the work for me.”

For 15 minutes, Mike thought long and hard, whether it was right or wrong to use the magic pencil again to take his tests effortlessly. He decided never to use it again, as using it meant cheating and lying to everyone else and to himself . Using the pencil again meant he would never make any effort to study or work hard.

That is how Mike figured out that hard work and be an  honest person is what helps you to be proud of yourself when you want to achieve your goals.  It is not fair to get the same grades as your classmates without having studied."
THE PATIENCE OF THE CLOWN,,Patience,"Once upon a time there was a clown called Jobst who really loved to act in the circus and could never wait until it was his turn to start his performance.
He was so impatient that he always started acting before the circus had opened to the public and then used to start crying when he realised that nobody was there.
he was curious about what people  will react 
This happened everyday,  and so when it was the real moment to start his performance, he was not in the mood to act.
Mary, the trapeze artist, went to talk to Jobst. “You need to be more patient. We need you, if you don’t act when it is your turn we won’t be a complete circus“.
Jobst understood Mary, and realised that he had to be more patient so as to not affect his mates´ work.
The next day, Jobst waited until it was his turn to act and made all the children laugh and have fun during his performance."
Fear is soft and smooth,,Brave,"Marina was extremely afraid of the dark. When the lights went out, everything and every shadow appeared to her as the most terrible of monsters. Her parents explained to her, everyday, that these things were not monsters. Marina understood her parents, but she could not stop feeling an awful fear whenever it was dark.
One day her Aunt Valerie came to visit. Valerie was an incredible woman. She was famous for her courage, and for having gone on many journeys of adventure, some of which had been made into books and movies. Marina wanted to conquer her fear of the dark, so she asked her Aunt how she became so brave, and whether she had ever been frightened.
""A great many times, Marina,"" answered her Aunt, ""I remember when I was small and I was terribly afraid of the dark. I couldn't stay in the dark for even a moment"".
Marina became very excited. How was it possible that someone so courageous could have been afraid of the dark?
""I'll tell you a secret, Marina. It was some blind children who taught me how to be brave. They can't see, so if they had never discovered the secret of how not to be afraid of the dark, they would have been forever frightened"".
""It's true!"" said Marina, intrigued, ""Can you tell me that secret?""
""Of course! The secret is to change your eyes. Since blind children can't see, their hands are their eyes. All you have to do to conquer your fear is what they do. Shut the eyes of your face and open the eyes of your hands. Let's make a deal: tonight, when you go to bed and put out the light, if anything makes you afraid, close your eyes, carefully get out of bed, and try to see what it is that's making you scared. But do it using your hands as eyes... and tomorrow tell me how you're getting on with the fear"".
Marina accepted, but she was rather worried. She knew she would need to be brave to close her eyes and go and touch whatever it was that was frightening her; but she was willing to try because she was already too old for this. When her parents took her to bed, she herself put out the light. After a little while, she felt afraid of one of the shadows in the bedroom. Following the advice of Aunt Valerie, she closed the eyes of her face and opened the eyes of her hands. And, summoning up all her courage, she determinedly went over to touch that mysterious shadow...
The next morning Marina came running into the kitchen, a big smile on her face, and a song on her lips. ""The monster is so soft and smooth!..."" she cried,
""It's my teddy bear!"""
The island of two sides,,Brave,"The Mokoko tribe lived on the wrong side of the island of two faces. The two sides, separated by a great cliff, were like night and day. The good side was watered by rivers and was filled with trees, flowers, birds and easy and abundant food, while on the wrong side there was hardly any water or plants, and wild beasts crowded together. The Mokoko had the misfortune of having always lived there, with no way to cross to the other side. Their life was hard and difficult: they hardly had food and drink for everyone and they lived in permanent terror of the beasts, who would regularly come and eat some tribe member.
Legend told that some of their ancestors had been able to cross with just the help of a small pole, but for many years not a single tree had grown that would be strong enough to make such a pole, so few Mokoko believed this was possible, and they had become accustomed and resigned to their difficult, resigned life, suffering hunger and dreaming of not ending up as some peckish beast's dinner.
But nature had it that, precisely along the edge of the cliff separating the two sides of the island, a skinny but strong tree grew, with which they could build two poles. The feeling of anticipation was enormous and there was no doubt among the tribe as to whom they would choose to use the poles: the great chief and the witch doctor.
But when the two of them were given their opportunity to make the jump, they felt so afraid that they didn't dared to: they thought that the pole could break, or it would not be long enough, or that something would go wrong during the jump ... and they put so much energy into these thoughts that the resulting fear caused them to give in. And when they saw that this could lead them to being teased and taunted, they decided to invent some old stories and legends about failed jumps to the other side. And they told so many of these tales and they spread so much that there was no Mokoko who did not know how reckless and foolish you would have to be to even attempt the jump. And there lay the poles, available to anyone wanting to use them, but abandoned by all, because taking up one of these poles had become, by dint of repetition, the most unbecoming thing a Mokoko could do. It was a betrayal of the values of suffering and resistance which so distinguished the tribe.
But into that tribe were born Naru and Ariki, a pair of young hearts truly wanting a different life and, encouraged by the strength of their love, one day decided to take up the poles. Nobody stopped them, but everyone did try to discourage them, trying to convincing them of the dangers of jumping, using a thousand explanations.
-""And what if what they say is true?""
wondered the young Naru.
-""Don’t' worry. Why do the talk so much about a leap they've never done? I too am a bit scared, but it doesn't look so difficult,""
replied Ariki, ever determined.
-""But if it goes wrong, it would be a terrible end,""
continued Naru, undecided.
-""Perhaps the jump will go badly, and perhaps not. But staying forever on this side of the island surely won't work out well either. Do you know of anyone whose death did not come from being either eaten by the wild beasts or from famine? That too is a terrible end, although it still seems far away to us.""
-""You're right, Ariki. And if we wait much longer we won't have the strength to make the leap ... Let's do it tomorrow.""
And on the next day, Naru and Ariki jumped to the good side of the island. When taking up the poles, taking their run up, while feeling their desire, the fear hardly allowed them to breathe. And while flying through the air, helpless and without support, they felt that something surely must have gone wrong and certain death awaited them. But when they landed on the other side of the island and happily hugged each other, they thought the jump really hadn't been so bad after all.
And as they ran away to discover their new life, behind them they could hear, like a whispering choir:
-""It was just luck.""
-""Well… maybe tomorrow.""
-""What a terrible jump! Had it not been for the pole ...""
And Naru and Ariki understood why so few people took the leap: because on the bad side of the island you only ever heard the resigned voices of people without dreams, people filled with fear and despair, people who would never jump ..."
"Alina, the dragon guardian",,Honesty,"In faraway Moldan, the land of the brave dragon guardians, every time a child is born they are assigned a dragon, who they have to watch over for their entire life. Every dragon is kept locked up by a “7 Lies” lock which is attached by magic to their guardian.
In Moldan, boys and girls train and prepare their hearts to combat all lying because, once they reach the age of seven, the dragons will be big enough to cause havoc. Alina knew this very well. She was dying of curiosity to know what would happen on the day after her dragon’s seventh birthday.
Nothing happened. Life went on as normal, and the same was true every day after that. Alina started to grow impatient and every day she would visit the place where her dragon remained locked up.
“What’s the point in being a guardian if I don't see my dragon and I don't have to do anything special?
The dragon saw her doubts and his evil spirit took on the shape of a mischievous boy who approached her.
“Wow, a female dragon guardian who has doubts…”
“I don’t have any doubts” Alina said, trying to justify herself and appearing offended.
“If that’s the case, why are you here?”
“I’m looking for flowers”.
“And they're so special that you have to look for them here specifically?”
“Yes, because they are magic flowers”
“And why are they magic?” the boy asked further.
“They help to cure very serious illnesses”
“Who do you want to cure?”
“My grandmother”
“Your poor grandmother. What illness does she have?”
“A very rare one, that affects her skin”
“How many days will it take to heal her with those flowers?”
“3”, Alina invented further.
“No: 7!”
“What?”
“7 lies!” shouted the boy while, at the same time, changing his voice and appearance, transforming into a giant dragon.
“Free at last! Ha Ha Ha! That was easy.
You are the worst dragon guardian in the world, you fibber!
Ha Ha Ha!”
The dragon flew off. Unfortunately, it didn't take it long to find the little village and terrorise the guardians. Everybody wondered who could have let it escape but Alina was scared and said nothing. Although the dragon’s power increased with every lie the girl told, it was never enough so at night it transformed into the naughty boy to bother the girl with his questions to extract new lies.
Poor Alina no longer knew what to say to hide the fact that she had let the dragon escape.
Until one day she couldn't take it anymore. Trapped by the shame of her constant lying, and by the pain of causing so much havoc, she decided to undertake one last act of courage: to confess to what she had done and face the dragon alone. When everyone was gathered together she stood up and said:
- It was me who let the dragon escape. Since then I have been telling lie after lie to cover it up ...
Before she could finish the sentence, she felt a terrible fire burning in her chest, and a lightning bolt shot out from inside her. The bolt of lightning swept the skies for a few seconds until it struck the dragon and trapped it, dragging it back to the village like a little lamb. Thanks to that magic bolt, Alina was able to lock the dragon up again, and only then did the bolt and pain disappear from her chest, leaving a fiery mark that never faded.
That is how the guardians discovered the incredible power unleashed by confessing to a lie. However, they still prefer to tell the truth always because, as Alina explained, no matter how powerful a confession was, it hurt really badly..."
"Alina, the dragon guardian",,Brave,"In faraway Moldan, the land of the brave dragon guardians, every time a child is born they are assigned a dragon, who they have to watch over for their entire life. Every dragon is kept locked up by a “7 Lies” lock which is attached by magic to their guardian.
In Moldan, boys and girls train and prepare their hearts to combat all lying because, once they reach the age of seven, the dragons will be big enough to cause havoc. Alina knew this very well. She was dying of curiosity to know what would happen on the day after her dragon’s seventh birthday.
Nothing happened. Life went on as normal, and the same was true every day after that. Alina started to grow impatient and every day she would visit the place where her dragon remained locked up.
“What’s the point in being a guardian if I don't see my dragon and I don't have to do anything special?
The dragon saw her doubts and his evil spirit took on the shape of a mischievous boy who approached her.
“Wow, a female dragon guardian who has doubts…”
“I don’t have any doubts” Alina said, trying to justify herself and appearing offended.
“If that’s the case, why are you here?”
“I’m looking for flowers”.
“And they're so special that you have to look for them here specifically?”
“Yes, because they are magic flowers”
“And why are they magic?” the boy asked further.
“They help to cure very serious illnesses”
“Who do you want to cure?”
“My grandmother”
“Your poor grandmother. What illness does she have?”
“A very rare one, that affects her skin”
“How many days will it take to heal her with those flowers?”
“3”, Alina invented further.
“No: 7!”
“What?”
“7 lies!” shouted the boy while, at the same time, changing his voice and appearance, transforming into a giant dragon.
“Free at last! Ha Ha Ha! That was easy.
You are the worst dragon guardian in the world, you fibber!
Ha Ha Ha!”
The dragon flew off. Unfortunately, it didn't take it long to find the little village and terrorise the guardians. Everybody wondered who could have let it escape but Alina was scared and said nothing. Although the dragon’s power increased with every lie the girl told, it was never enough so at night it transformed into the naughty boy to bother the girl with his questions to extract new lies.
Poor Alina no longer knew what to say to hide the fact that she had let the dragon escape.
Until one day she couldn't take it anymore. Trapped by the shame of her constant lying, and by the pain of causing so much havoc, she decided to undertake one last act of courage: to confess to what she had done and face the dragon alone. When everyone was gathered together she stood up and said:
- It was me who let the dragon escape. Since then I have been telling lie after lie to cover it up ...
Before she could finish the sentence, she felt a terrible fire burning in her chest, and a lightning bolt shot out from inside her. The bolt of lightning swept the skies for a few seconds until it struck the dragon and trapped it, dragging it back to the village like a little lamb. Thanks to that magic bolt, Alina was able to lock the dragon up again, and only then did the bolt and pain disappear from her chest, leaving a fiery mark that never faded.
That is how the guardians discovered the incredible power unleashed by confessing to a lie. However, they still prefer to tell the truth always because, as Alina explained, no matter how powerful a confession was, it hurt really badly..."
My little world has broken,,Brave,"Once upon a time there was a spring who lived happily and safely inside a pen. Although he heard many noises coming from outside, he lived believing that outside his world inside the pen, there was nothing good. Even just to think about leaving his pen made him so scared that he was quite content to spend his life compacting and stretching himself again and again inside that tiny space.
However, one day, the ink ran out, and when the pen's owner was busy changing it, there was an accident. The spring was flung through the air and landed in the toilet drain, well out of sight. Terrified, and cursing his bad luck, the spring was flushed through pipe after pipe, each time thinking it might be his end. During the journey, he did not dare open his eyes out of pure fear. Nor did he every stop crying. Swept away by the water, he travelled on and on and on, until he ended up in a river. When the river current lost its force, and the spring could see that things had calmed down a bit, he stopped crying and listened all around him. Hearing birdsong and wind in the trees, he felt encouraged to finally open his eyes. What the spring saw was the pure, crystal waters of the river, the rich green rocks of the riverbed, and all kinds of fish of many colours, whose skin seemed to dance under the sunlight. Now he understood that the world was much greater than the space inside the pen, and that there had always been many things outside, waiting to be enjoyed.
After spending a while playing with the fish, he went over to the riverbank, and then moved on to a field of flowers. There he heard weeping. He followed the sound, which took him to a lovely flower that had been flattened by a rabbit, and could no longer stand up straight. The spring realised that he could help the flower, so he offered to be his support. The flower accepted, and slipped through the middle of the spring. There they lived happily together. And they would always laugh when remembering how the spring used to think that all there was to life was being a sad and fearful spring."
LOVE DROPS,,Friendship,"The girl´s walk was awesome, she was enjoying nature, contemplating the landscape, the forest, appreciating environmentalism, she felt like she was in a magic place without any negative feelings.

Two more drops touched her face and they were friendship and respect. She realized that she could also learn these values at school.  She could learn the value of respect by respecting her teachers and schoolmates, and by fulfilling her obligations at school such as doing homework and helping her classmates.
The girl was pleased with everything she was learning. She understood that friendship is essential in life and that it is important to take care of your friends, to respect and love them, and to understand and support them.

Humility and honesty were the next moral rain drops dropping onto the girl. It is very important to understand these values for if somebody doesn´t have these values they won’t be a good person. telling truth and Not lying, not stealing and not lying to yourself, are some of the characteristics of these human values.

Suddenly it started to rain hard. She smiled, happy to be learning the lessons of God with his message captured in the magic drops. She learnt that the love of one’s neighbour begins by understanding the love of God and that it is important to honor and respect our parents, family and friends, to be generous, supportive and kind, and to help without expecting anything in return. Only in this way can society be more humanitarian and be more understanding of moral values."
LOVE DROPS,,Respect,"The girl´s walk was awesome, she was enjoying nature, contemplating the landscape, the forest, appreciating environmentalism, she felt like she was in a magic place without any negative feelings.

Two more drops touched her face and they were friendship and respect. She realized that she could also learn these values at school.  She could learn the value of respect by respecting her teachers and schoolmates, and by fulfilling her obligations at school such as doing homework and helping her classmates.
The girl was pleased with everything she was learning. She understood that friendship is essential in life and that it is important to take care of your friends, to respect and love them, and to understand and support them.

Humility and honesty were the next moral rain drops dropping onto the girl. It is very important to understand these values for if somebody doesn´t have these values they won’t be a good person. telling truth and Not lying, not stealing and not lying to yourself, are some of the characteristics of these human values.

Suddenly it started to rain hard. She smiled, happy to be learning the lessons of God with his message captured in the magic drops. She learnt that the love of one’s neighbour begins by understanding the love of God and that it is important to honor and respect our parents, family and friends, to be generous, supportive and kind, and to help without expecting anything in return. Only in this way can society be more humanitarian and be more understanding of moral values."
LOVE DROPS,,Honesty,"The girl´s walk was awesome, she was enjoying nature, contemplating the landscape, the forest, appreciating environmentalism, she felt like she was in a magic place without any negative feelings.

Two more drops touched her face and they were friendship and respect. She realized that she could also learn these values at school.  She could learn the value of respect by respecting her teachers and schoolmates, and by fulfilling her obligations at school such as doing homework and supporting her classmates.
The girl was pleased with everything she was learning. She understood that friendship is essential in life and that it is important to take care of your friends, to respect and love them, and to understand and support them.

Humility and honesty were the next moral rain drops dropping onto the girl. It is very important to understand these values for if somebody doesn´t have these values they won’t be a good person. telling truth and Not lying, not stealing and not lying to yourself, are some of the characteristics of these human values.

Suddenly it started to rain hard. She smiled, happy to be learning the lessons of God with his message captured in the magic drops. She learnt that the love of one’s neighbour begins by understanding the love of God and that it is important to honor and respect our parents, family and friends, to be generous, supportive and kind, and to help without expecting anything in return. Only in this way can society be more humanitarian and be more understanding of moral values."
LAWRENCE’S TOY,,Respect,"Lawrence was a little boy of 8 years old who loved playing with his toys. On the whole he was a good boy and always got very good marks at school. That’s why one Christmas Santa Claus had arrived loaded with toys for Lawrence, for Lawrence had written to tell Santa that his school results were better than last year’s and that was why he wanted more toys.
Among the presents Santa gave Lawrence was a magic blackboard where you could write or draw anything you liked, but which erased everything when you shook it. Without a doubt, it was the Christmas present he liked most of all, for he spent hours and hours playing with it.
After the holiday was over, Lawrence decided to take the magic blackboard to school to show his classmates. But Liam, the naughtiest boy in the class, ran off with Lawrence’s board and teased him all through break.



“Liam, give me my board back! this is disrespectful!” shouted Lawrence. But Liam was taller than Lawrence and held it above his head so that Lawrence couldn’t reach it.
“Go on Lawrence, jump!” teased Liam.


“Don’t erase my pictures!” Lawrence kept yelling.
But after no success, Lawrence decided to go and fetch a teacher to tell them what was happening. So he marched over to his class teacher and said: “Sir, sir! Liam is rude he has taken my toy away and won’t give it back!” The teacher went to find Liam to tell him to return the magic board.
“Liam, give Lawrence’s toy back now,” ordered the teacher firmly and sternly.
And so it was that Lawrence got his beloved toy back, the magic board from Santa Claus. And Liam was put in detention for a week and given lots of homework for having been naughty.
That was how Liam learned that being rude towards his classmates and fight with them had only caused problems to himself, and from then on he never tormented anyone again.
"
RESPECT TEACHERS,,Patience,"Once upon a time there was a child who really loved studying, but one day, his teacher scolded him because he had been late to school 

The next day, Charlie was late again, and the teacher advised him that could not happen again, and that she was going to talk with his parents. Charlie stayed quiet.
The next morning, the kid arrived on time to school, but the teacher told him that his homework were bad, that he had to pay attention in class when she was explaining and encouraged him to ask her any doubt.


Charlie had no patience, he didn't like what the teacher was saying to him, and did not wait until the teacher finish the class he starts to act rude so stood up from his chair, took all his stuff, and left the class complaining to the teacher.

When he arrived home, told everything to his parents. They talked to Charlie, told him to  be respectful to his teacher and be more patience , the teacher only wanted his good, that she was very good and wanted him getting good marks .

The boy felt sorry of what he had done, and asked forgiveness to the teacher the next day, promised not to do it again, because he had had a bad behavior he did not respect the time because he was impatient.

The misunderstanding was forgotten, Charlie went always very happy to school and lived happily forever."
RESPECT TEACHERS,,Respect,"Once upon a time there was a child who really loved studying, but one day, his teacher scolded him because he had been late to school.

The next day, Charlie was late again, and the teacher advised him that could not happen again, and that she was going to talk with his parents. Charlie stayed quiet.
The next morning, the kid arrived on time to school, but the teacher told him that his homework were bad, that he had to pay attention in class when she was explaining and encouraged him to ask her any doubt.


Charlie had no patience, he didn't like what the teacher was saying to him, and did not wait until the teacher finish the class he starts to act rude so stood up from his chair, took all his stuff, and left the class complaining to the teacher.

When he arrived home, told everything to his parents. They talked to Charlie, told him to  be respectful to his teacher and be more patience , the teacher only wanted his good, that she was very good and wanted him getting good marks .

The boy felt sorry of what he had done, and asked forgiveness to the teacher the next day, promised not to do it again, because he had had a bad behavior he did not respect the time because he was impatient.

The misunderstanding was forgotten, Charlie went always very happy to school and lived happily forever."
CLASSICAL AND MODERN MUSIC,,Respect,"There were two best friends called Charlotte and Katie. Charlotte liked classical music and Katie modern music and considerate to other tast.

They were always together and never yell or fight at each other, then one day Charlotte was listening to classical music when Katie arrived and said that modern music was much better.
Charlotte replied and was rude her by saying that modern music was awful. The girls were disrespectful, they had an argument and then went home both very angry.

After a few hours, they made peace and had an incredible idea. They made a mix of the two music styles and their song became famous all over the world."
THE BIG CAR,,Respect,"There was a car that was always drove too fast without caring about others and it doesn't respect the rulse .

One day it was driving as fast as always when it drove into a tree and ran over a woman because did not obey the legal speed.
Luckily the woman was fine, but so scared that she started to  yell and cry she want to start a fight with car.

The car felt guilty and realised that it had to be more respectful when driving. A friend helped him and taught him how to respect traffic signals and speed limits and taught him road safety education."
THE BRAVE!,,Brave,"Once upon a time there was a very brave horse rider and he wasn't afraid of anythnge who had a very shy brother .

One day, the king confessed them that the country was going to be attacked by evil forces. The day arrived after some time, and happened what the king had said.

 The brave brother tried to attack back, but failed, so they made the shy brother fight against the evil forces, there was no other option than war.

The whole kingdom fought until the shy brotherhad the courage to beat the evil forces and save the kingdom and he became brave like his brother .

That is the reason why the shy brother was crowned, becoming a king. He made a big a big effort not to not to fear of anything  happen the same again, not to have to fight again, and to make sure that peace was to reign.

And so it was, everybody lived relaxed and happy with their families."
"TWINKLE, TWINKLE, LITTLE STAR",,Brave,"There was a girl called Rose who loved to sleep with her parents because she afraid to sleep alone.

Her parents used to tuck her up in bed every night, but she always went to their bed in the middle of the night: “Can I sleep with you?” – she would ask.
Her parent always let her sleep with them, but she was not a baby anymore, so, one day they told her:

– “Rose, you are a big girl now, and you can´t sleep with us every night. Big girls have to sleep in their own beds, so we want to help you do that by singing you a song at bedtime.”

Rose couldn´t wait until bedtime to hear the song. Her parents finally arrived to her room to sing their song: “Twinkle, twinkle, little star… how I wonder what you are…”

Rose fell asleep, and didn´t wake up during the night.

She had learnt to confront her fear and to be brave girl and  sleep alone and from that day used to wake up in a good mood singing “twinkle, twinkle, little star…”"
s1,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
s2,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
s3,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
s4,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
s5,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
key6,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
key7,,Patience,"wait, curious, impatient, patient, anxious, time, wait, patient, impatient"
key8,,Patience,"wait, curious, impatient, patient, anxious, time, wait, patient, impatient"
key9,,Patience,"wait, curious, impatient, patient, anxious, time, wait, patient, impatient"
key10,,Patience,"wait, curious, impatient, patient, anxious, time, wait, patient, impatient"
key11,,Patience,"wait, curious, impatient, patient, anxious, time, wait, patient, impatient"
key12,,Patience,"wait, curious, impatient, patient, anxious, time, wait, patient, impatient"
key13,,Patience,"wait, curious, impatient, patient, anxious, time, wait, patient, impatient"
key14,,Honesty,"honesty , lied ,truth, believes , liar , truth , trick ,honestly  , cheating , tricks  , cheats,lying , lies , lie , truth, truthful"
key15,,Honesty,"honesty , lied ,truth, believes , liar , truth , trick ,honestly , cheating , tricks , cheats,lying , lies , lie , truth, truthful"
key16,,Honesty,"honesty , lied ,truth, believes , liar , truth , trick ,honestly , cheating , tricks , cheats,lying , lies , lie , truth, truthful"
key17,,Honesty,"honesty , lied ,truth, believes , liar , truth , trick ,honestly , cheating , tricks , cheats,lying , lies , lie , truth, truthful"
key18,,Honesty,"honesty , lied ,truth, believes , liar , truth , trick ,honestly , cheating , tricks , cheats,lying , lies , lie , truth, truthful"
